order_date,color,customer_id,sales
155166,2016-12-26,red,BB-11545,239.43
155187,2016-09-24,white,LA-16780,83.66
155383,2016-12-17,red,SC-20680,46.53
155439,2016-09-14,red,PN-18775,25.92
155446,2016-12-16,red,TN-21040,21.21
155474,2016-07-08,red,CC-12220,127.28
155481,2016-09-01,red,DK-13225,71.156
155488,2016-11-13,red,FM-14290,44.02
155516,2016-10-21,white,MK-17905,1179.27
155530,2016-12-17,red,CM-12160,2003.52
155551,2016-04-18,red,CR-12580,240.04
155565,2016-05-28,white,EH-13765,54.9
155670,2016-08-13,white,EM-14065,21.504
155747,2016-06-14,red,JS-15685,337.176
155845,2016-08-12,white,CM-12235,1399.944
155978,2016-08-01,white,TS-21205,1085.688
155992,2016-10-01,red,CC-12220,111.75
156251,2016-08-13,white,TS-21160,250.48
156265,2016-08-02,white,BF-11020,482.584
156300,2016-12-29,red,TB-21595,754.45
156503,2016-10-14,red,NC-18415,305.248
156573,2016-05-29,red,RB-19360,60.485
156685,2016-07-08,white,SC-20230,911.2560000000001
156748,2016-11-30,red,BS-11755,933.95
156811,2016-10-27,red,BP-11095,68.952
157000,2016-07-16,red,AM-10360,57.24
157161,2016-07-16,white,JD-15895,199.18
157217,2016-07-19,red,TC-21535,425.954
157245,2016-05-19,red,LE-16810,641.96
157259,2016-12-24,red,JM-15535,799.56
157266,2016-05-26,red,TB-21280,83.15
157280,2016-11-05,red,LW-17125,1120.73
157336,2016-12-01,white,SJ-20500,840.0
157364,2016-11-19,red,LT-17110,18.48
157511,2016-09-18,red,SV-20365,107.396
157588,2016-07-14,red,AR-10570,88.15
157686,2016-10-01,red,BD-11620,194.84799999999998
157707,2016-10-10,red,CC-12610,227.658
157714,2016-09-26,white,CS-12175,9.99
157742,2016-12-29,white,KL-16645,27.791999999999998
157749,2016-06-04,white,KL-16645,677.949
157763,2016-07-18,red,KH-16330,140.81
157791,2016-12-23,white,CA-11965,1999.96
157868,2016-12-23,red,MC-17590,24.85
158001,2016-08-23,red,JP-15460,1091.44
158043,2016-01-31,white,JK-15325,23.36
158099,2016-09-03,red,PK-18910,1422.2520000000002
158155,2016-05-02,red,EH-13765,330.82
158211,2016-01-04,red,BP-11185,109.25200000000001
158260,2016-11-04,red,CC-12475,686.4
158302,2016-12-08,white,JB-16045,10.584000000000001
158358,2016-03-04,red,EM-13810,159.98
158435,2016-05-17,red,AG-10900,253.03
158547,2016-05-30,red,JM-16195,123.92
158568,2016-08-29,red,RB-19465,162.388
158575,2016-11-18,red,SB-20290,103.96799999999999
158610,2016-09-19,red,CK-12595,69.52
158617,2016-09-22,red,AC-10660,35.88
158694,2016-11-10,white,AI-10855,1467.134
158778,2016-09-05,red,DB-13210,1024.637
158806,2016-01-07,red,NM-18520,48.996
158834,2016-03-13,red,TW-21025,361.10400000000004
158841,2016-02-02,white,SE-20110,8805.04
158869,2016-08-06,red,AH-10690,70.88
158925,2016-10-24,red,JP-15460,15.552
159009,2016-09-23,red,DP-13105,197.968
159016,2016-03-10,red,KF-16285,4173.812
159023,2016-11-03,red,NW-18400,184.149
159142,2016-04-04,red,ME-17320,177.78
159212,2016-11-01,red,KM-16375,273.59
159345,2016-06-17,red,IG-15085,111.96
159373,2016-03-13,red,LT-17110,628.937
159639,2016-11-27,red,PC-18745,31.56
159653,2016-05-22,white,JF-15490,14.73
159695,2016-04-05,white,GM-14455,158.368
159730,2016-09-17,red,SJ-20125,219.472
159737,2016-09-03,red,CS-11950,8.808
159765,2016-05-09,white,TH-21100,27.86
159891,2016-01-31,red,BF-11170,1396.35
159912,2016-08-29,red,GB-14530,419.87
159940,2016-07-07,white,BF-11020,339.98
159989,2016-12-09,red,EB-13870,40.68
160108,2016-12-08,red,AG-10900,1085.87
160129,2016-11-23,white,LS-17200,100.616
160136,2016-11-03,red,PJ-18835,9.248
160220,2016-10-20,red,JS-16030,338.54
160234,2016-06-26,red,PF-19225,135.95
160241,2016-11-29,white,DR-12940,242.176
160304,2016-01-02,red,BM-11575,405.92
160479,2016-09-15,red,AH-10585,35.4
160486,2016-12-30,red,EH-14185,72.22399999999999
160500,2016-05-05,red,DM-13015,305.496
160535,2016-11-25,red,BP-11050,883.32
160598,2016-08-26,red,SV-20815,31.008000000000003
160717,2016-06-06,red,ME-17320,3528.488
160745,2016-12-11,white,AR-10825,633.1759999999999
160815,2016-09-05,red,TR-21325,278.4
160941,2016-07-21,red,DK-12835,423.05
161025,2016-12-03,red,GM-14440,772.68
161095,2016-06-28,white,CS-12250,41.32
161158,2016-05-09,red,PS-18970,8.0
161207,2016-08-29,red,AB-10060,27.93
161361,2016-03-26,white,MV-17485,34.68
161389,2016-12-05,red,IM-15070,407.976
161473,2016-04-01,red,TB-21175,46.001999999999995
161543,2016-05-10,red,RD-19720,11.96
161662,2016-02-07,red,BE-11410,30.351999999999997
161669,2016-11-07,red,EM-14095,90.396
161676,2016-07-18,red,JP-15460,33.8
161746,2016-10-21,red,CS-11950,615.406
161781,2016-09-29,red,CC-12100,40.88
161816,2016-04-28,red,NB-18655,385.288
161907,2016-04-05,red,JH-16180,887.966
161928,2016-06-27,white,AC-10660,201.584
162082,2016-03-14,red,JS-15880,392.06
162110,2016-07-18,red,NP-18670,55.992
162138,2016-04-23,red,GK-14620,351.51
162159,2016-09-16,red,CR-12625,121.78
162187,2016-12-11,white,NS-18640,1252.636
162222,2016-04-03,white,SR-20740,10.272
162236,2016-11-04,white,ER-13855,1106.924
162313,2016-11-27,red,VB-21745,167.292
162348,2016-11-10,red,BF-11170,9.98
162355,2016-06-30,white,PF-19165,1302.83
162383,2016-09-05,red,MD-17350,103.054
162390,2016-12-06,red,DP-13105,1671.08
162404,2016-07-23,red,NF-18475,11.415999999999999
162614,2016-10-07,red,TB-21250,27.264
162726,2016-12-27,red,MT-17815,34.048
162733,2016-05-11,red,TT-21070,5.98
162747,2016-03-20,white,AH-10030,86.45
162901,2016-03-28,red,AS-10045,31.4
162943,2016-07-24,white,DB-12970,253.764
163048,2016-02-08,red,MH-17440,241.5
163153,2016-03-21,red,DM-12955,100.71600000000001
163167,2016-11-28,white,RF-19345,2673.69
163174,2016-08-26,red,XP-21865,186.54
163202,2016-09-27,red,BM-11650,2.907
163216,2016-10-07,red,AW-10930,4.928
163328,2016-11-04,white,TP-21565,1465.0320000000002
163384,2016-11-10,red,CC-12430,45.61600000000001
163398,2016-05-03,red,CB-12415,55.972
163573,2016-11-24,red,AC-10450,1219.96
163594,2016-04-12,red,JF-15295,250.416
163636,2016-12-05,white,MP-18175,3.536
163755,2016-11-04,white,AS-10285,209.88
163776,2016-07-19,red,JS-16030,1110.5
163804,2016-12-02,red,DB-13270,2781.77
163937,2016-01-10,white,JB-16000,24.85
163951,2016-12-30,red,CJ-11875,16.52
163972,2016-10-17,red,MG-17890,120.666
163986,2016-09-03,red,JJ-15445,54.5
164035,2016-06-12,red,CR-12730,23.12
164091,2016-09-17,red,LA-16780,547.33
164154,2016-09-11,red,NZ-18565,59.948
164350,2016-09-10,white,CG-12040,67.56
164399,2016-11-12,red,DW-13480,878.328
164483,2016-01-30,red,JF-15490,17.456
164490,2016-09-05,white,SU-20665,9.248
164511,2016-11-19,red,DJ-13630,147.912
164574,2016-07-29,red,RH-19555,732.1560000000001
164637,2016-03-04,red,RD-19480,128.4
164672,2016-05-08,white,GB-14530,211.96
164735,2016-04-14,white,TB-21400,81.2
164770,2016-12-02,white,MY-18295,812.68
164784,2016-05-01,red,HF-14995,377.346
164889,2016-06-03,white,CP-12340,71.08800000000001
164896,2016-11-07,red,PS-19045,12.9
164924,2016-07-10,white,EA-14035,341.991
164938,2016-02-11,red,PB-19210,69.93
165015,2016-02-25,white,BD-11725,46.72
165148,2016-10-22,red,PM-19135,31.4
165169,2016-06-05,red,JL-15235,386.48
165218,2016-03-05,red,RW-19630,162.344
165316,2016-07-23,red,JB-15400,324.387
165330,2016-12-11,white,WB-21850,1937.924
165470,2016-11-25,red,HJ-14875,5.08
165484,2016-10-23,red,HK-14890,70.972
165561,2016-11-24,red,CR-12580,25.35
165673,2016-05-15,white,MN-17935,15.232000000000001
165820,2016-09-26,red,DW-13585,12.96
165827,2016-11-04,red,MF-17665,50.496
165848,2016-06-04,white,EN-13780,1562.694
165918,2016-09-10,red,BD-11770,143.24
165995,2016-08-30,red,BG-11740,387.0
166163,2016-08-15,white,CY-12745,75.126
166226,2016-11-18,red,TC-21535,129.032
166240,2016-06-24,red,DH-13075,8.712
166275,2016-10-24,white,SS-20590,199.99
166282,2016-04-16,red,PK-19075,158.256
166373,2016-10-21,red,JF-15565,106.08
166380,2016-05-30,red,EB-13750,138.53
166429,2016-09-02,red,TG-21310,999.98
166443,2016-11-04,red,LH-17020,38.29
166485,2016-02-20,red,AH-10210,16.496
166618,2016-11-14,red,DP-13000,37.63
166625,2016-04-14,red,JM-15580,25.06
166653,2016-09-22,white,NP-18685,63.968
166674,2016-04-01,white,RB-19360,560.78
166772,2016-09-20,red,HJ-14875,163.88
166912,2016-01-15,red,BE-11335,81.98
167115,2016-04-04,red,EH-14185,588.784
167241,2016-08-15,red,BD-11320,533.09
167290,2016-10-30,red,JF-15295,11.68
167416,2016-05-12,red,JM-15580,54.9
167507,2016-12-22,red,SA-20830,65.944
167556,2016-03-29,red,JM-15250,498.608
167584,2016-08-12,white,LC-16870,6.48
167605,2016-04-28,white,RB-19570,30.344
167682,2016-04-03,red,ZD-21925,331.08
167759,2016-03-03,white,CC-12670,134.85
167983,2016-08-21,white,RP-19270,33.44
168032,2016-01-30,red,DF-13135,2067.7960000000003
168046,2016-01-25,white,JD-15895,831.502
168081,2016-04-24,white,CA-12055,258.69599999999997
168354,2016-09-19,red,RH-19510,2545.12
168361,2016-06-21,red,KB-16600,0.836
168536,2016-12-20,red,SC-20800,66.3
168543,2016-07-03,red,DK-13225,706.86
168557,2016-09-19,red,FH-14275,8.927999999999999
168753,2016-05-29,white,RL-19615,1002.7
168774,2016-09-04,red,RP-19855,535.41
168830,2016-11-07,red,ML-17395,479.97
168844,2016-05-31,red,NM-18520,186.852
168893,2016-11-03,white,AP-10915,903.77
168921,2016-10-20,red,AG-10495,19.296
168956,2016-02-16,red,EA-14035,167.18200000000002
169026,2016-08-08,red,CM-12655,23.34
169103,2016-03-08,red,ZC-21910,1466.32
169166,2016-05-09,red,SS-20590,93.98
169194,2016-06-20,red,LH-16900,66.8
169215,2016-07-14,white,RE-19450,29.61
169334,2016-10-21,white,GW-14605,111.67200000000001
169663,2016-03-10,red,RH-19510,3384.45
169670,2016-12-25,red,JE-15715,2563.056
169824,2016-12-12,red,NS-18640,107.07
169838,2016-11-25,red,BB-11545,1745.91
169887,2016-10-22,white,MS-17530,116.96
169922,2016-06-11,red,MZ-17515,22.16
169943,2016-05-19,red,BN-11515,821.2239999999999
169957,2016-09-26,red,SN-20710,366.78
169971,2016-09-04,red,IL-15100,66.288
100013,2017-11-06,red,ZC-21910,29.69
100055,2017-05-28,red,MD-17860,152.59
100097,2017-11-26,white,MN-17935,1115.25
100111,2017-09-20,red,SV-20365,7359.918000000001
100160,2017-09-07,red,CB-12025,49.688
100202,2016-12-31,red,BD-11620,302.376
100223,2017-07-05,red,LS-16945,396.394
100230,2017-12-11,red,AA-10375,149.872
100237,2017-10-15,red,SV-20815,11.68
100314,2017-09-29,red,AS-10630,372.44599999999997
100335,2017-09-07,red,NF-18595,73.008
100356,2017-10-21,red,SP-20920,23.991999999999997
100384,2017-06-24,red,NH-18610,421.42
100412,2017-12-22,red,SR-20425,141.96
100426,2017-06-04,red,DC-12850,12.48
100433,2017-08-11,red,SJ-20125,25.92
100524,2017-03-31,white,CM-12115,782.4
100580,2017-08-13,red,MK-17905,36.024
100601,2017-11-16,red,JK-15370,48.86
100615,2017-04-20,red,SJ-20215,347.37800000000004
100622,2017-11-03,red,DK-13090,1030.742
100636,2017-06-26,red,DO-13435,272.94
100650,2017-06-29,white,DK-13225,1295.78
100748,2017-05-13,red,RB-19795,58.48
100783,2017-09-04,white,JK-16120,30.384
100811,2017-11-21,red,CC-12475,47.744
100825,2017-09-09,red,KD-16495,99.87
100902,2017-11-17,red,CK-12595,699.4
100951,2017-06-09,red,NC-18625,720.76
101014,2017-08-29,red,RW-19540,148.02
101042,2017-11-19,red,AB-10105,843.84
101049,2017-06-21,white,AS-10240,59.176
101077,2017-03-25,white,DB-13660,6.848
101182,2017-09-04,red,KB-16405,56.136
101210,2017-08-25,white,DW-13540,13.152000000000001
101245,2017-11-27,red,LW-16990,410.71
101273,2017-08-27,white,ST-20530,14.335999999999999
101308,2017-10-02,red,FG-14260,93.72399999999999
101322,2017-12-28,red,JG-15310,340.704
101434,2017-06-20,red,TR-21325,249.79
101483,2017-07-29,white,AG-10675,61.216
101574,2017-09-28,red,BD-11725,9.24
101581,2017-10-22,red,DW-13195,177.225
101637,2017-03-24,white,AC-10615,12.767999999999999
101665,2017-11-25,red,TZ-21580,5.16
101700,2017-04-23,red,SO-20335,30.351999999999997
101728,2017-08-19,red,SC-20575,2.296
101749,2017-10-03,red,AS-10045,171.28799999999998
101798,2017-12-11,red,MV-18190,63.34
101805,2017-12-01,red,SH-19975,627.84
101945,2017-11-24,red,GT-14710,10.824000000000002
101959,2017-02-28,red,DB-13660,17.62
102099,2017-12-18,red,EP-13915,51.99
102155,2017-07-13,red,RR-19525,373.94
102197,2017-12-20,red,DK-13150,364.272
102204,2017-05-01,red,CJ-12010,3740.51
102218,2017-09-02,white,LW-17215,11.696
102267,2017-11-30,red,SC-20800,2.3680000000000003
102309,2017-09-23,white,DO-13645,212.91
102337,2017-06-13,red,SD-20485,683.0219999999999
102379,2017-12-02,red,BB-11545,1378.9479999999999
102407,2017-12-09,white,AT-10435,1096.488
102414,2017-05-15,white,JA-15970,49.896
102519,2017-11-27,red,BM-11650,190.67
102554,2017-06-11,red,KN-16705,3.76
102610,2017-11-04,red,CA-12265,248.396
102659,2017-12-09,red,LW-17215,54.9
102729,2017-10-26,red,BF-11215,55.61600000000001
102736,2017-09-05,red,LP-17095,177.08
102750,2017-09-04,white,GM-14695,1322.352
102771,2017-03-31,red,DO-13435,84.95
102820,2017-05-07,red,CS-11950,419.944
102834,2017-03-09,red,LW-16990,199.98
102925,2017-11-05,white,CD-12280,796.0360000000001
102946,2017-06-30,red,VP-21730,75.792
102967,2017-09-22,red,MG-17890,67.4
102974,2017-09-19,red,DP-13105,190.01
103009,2017-11-03,white,PJ-18835,26.4
103065,2017-10-20,white,PT-19090,59.824
103156,2017-11-23,red,TD-20995,24.048000000000002
103212,2017-10-13,red,MH-18025,1541.51
103352,2017-11-27,white,RP-19390,114.414
103380,2017-11-21,red,BF-11005,739.7360000000001
103415,2017-12-03,red,MV-17485,13.592
103443,2017-12-17,red,AT-10735,315.89599999999996
103478,2017-07-21,white,KL-16555,97.056
103499,2017-11-20,red,ES-14020,209.56799999999998
103506,2017-07-23,red,LR-17035,41.4
103520,2017-09-23,red,MH-17785,9.248
103611,2017-09-12,red,JM-15535,8.36
103765,2017-11-24,red,JG-15310,13.762
103877,2017-09-07,red,RD-19660,1577.94
103968,2017-12-01,red,ML-17755,629.64
104003,2017-10-07,red,DC-13285,307.666
104010,2017-04-23,red,TD-20995,54.9
104024,2017-08-29,white,MD-17860,9.408
104066,2017-12-05,red,QJ-19255,205.03
104080,2017-03-08,red,AH-10210,174.56
104108,2017-12-02,red,RP-19855,12.16
104136,2017-11-01,white,SF-20065,230.69
104220,2017-01-30,red,BV-11245,340.22
104318,2017-05-13,red,FH-14275,20.768
104381,2017-12-16,red,RD-19810,33.376
104388,2017-07-05,red,DK-12835,79.96
104577,2017-05-12,red,CK-12205,87.6
104619,2017-01-24,red,KD-16495,412.996
104640,2017-11-10,red,FH-14275,1362.056
104647,2017-02-23,red,CK-12595,37.44
104731,2017-07-21,red,AM-10705,951.98
104745,2017-05-29,red,GT-14755,79.344
104801,2017-02-13,red,FH-14350,914.12
104822,2017-10-20,white,RB-19465,24.55
104850,2017-06-13,red,TW-21025,291.13599999999997
104864,2017-11-18,white,JS-15685,552.856
104885,2017-03-02,red,DB-13555,627.48
104906,2017-02-13,red,JP-15460,17.94
104913,2017-11-18,red,DK-13090,74.95
104927,2017-12-22,red,AG-10330,108.13
105053,2017-07-07,white,CS-12355,17.472
105074,2017-06-24,red,MB-17305,21.744
105130,2017-11-21,red,PJ-18835,52.496
105144,2017-11-04,red,SZ-20035,23.68
105193,2017-03-25,red,JL-15835,11.05
105214,2017-06-16,red,TS-21610,1231.5
105235,2017-12-05,red,SM-20950,334.52
105326,2017-08-20,red,KT-16480,25.92
105333,2017-11-30,red,VP-21730,899.11
105410,2017-03-19,red,ND-18370,976.828
105445,2017-02-20,white,BP-11095,9.432
105480,2017-12-20,red,DK-13225,13.464
105487,2017-10-08,red,CS-12250,419.832
105543,2017-11-24,white,BG-11695,33.29
105620,2017-12-25,red,JH-15430,141.0
105669,2017-09-17,white,SJ-20125,1749.902
105809,2017-02-20,red,HW-14935,238.19799999999998
105823,2017-06-22,red,RB-19465,487.96
105851,2017-03-13,red,SE-20110,1332.496
105886,2017-12-18,red,DB-13660,18.96
105914,2017-10-02,red,PV-18985,1687.26
105921,2017-08-14,red,JM-15250,418.296
105991,2017-05-05,red,LH-17020,120.78299999999999
106033,2017-10-15,white,FG-14260,87.92
106047,2017-07-12,red,CS-11860,3.8160000000000003
106068,2017-10-23,red,RB-19330,337.81800000000004
106103,2017-06-10,red,SC-20305,132.52
106180,2017-09-18,red,SH-19975,163.38
106355,2017-04-02,red,AT-10435,11.12
106432,2017-10-19,red,CA-12265,330.4712
106537,2017-08-12,red,RH-19495,20.736
106691,2017-11-06,red,CC-12370,1.248
106747,2017-07-03,red,TS-21505,102.3
106782,2017-12-21,red,LP-17095,375.34
106824,2017-07-07,red,AT-10735,5.94
106831,2017-06-01,red,FH-14350,189.918
106852,2017-06-20,red,ST-20530,36.352
106859,2017-03-13,white,BF-11215,780.086
106943,2017-11-14,red,FO-14305,8.64
106964,2017-12-17,red,HR-14770,11.808
107125,2017-11-27,red,BD-11320,136.328
107132,2017-06-26,red,SC-20260,913.168
107167,2017-06-10,red,ND-18460,1347.52
107174,2017-11-06,red,AB-10060,2595.388
107209,2017-07-27,white,JW-15955,194.84799999999998
107244,2017-09-07,red,AG-10390,19.76
107265,2017-04-06,red,ML-17755,106.32
107293,2017-09-05,red,CS-12400,2.78
107314,2017-11-30,red,MZ-17335,25.83
107321,2017-08-31,red,AW-10930,696.08
107342,2017-12-17,red,VF-21715,28.16
107461,2017-12-21,white,PK-19075,23.88
107503,2017-01-01,red,GA-14725,48.896
107517,2017-02-05,red,FC-14335,2011.9
107552,2017-05-05,white,AI-10855,6.68
107629,2017-12-14,white,DB-13060,457.176
107713,2017-03-13,red,JB-16000,174.3
107720,2017-11-06,red,VM-21685,46.26
107727,2017-10-19,white,MA-17560,29.471999999999998
107748,2017-12-10,white,AG-10330,108.8
107797,2017-05-08,white,EB-13705,41.472
107825,2017-11-18,white,NB-18655,143.48
107832,2017-11-23,white,FH-14275,7.476
107853,2017-05-26,red,CD-11920,12.96
107874,2017-11-21,red,SW-20275,27.42
107909,2017-09-01,red,SS-20875,42.91
107958,2017-07-02,red,AH-10120,169.192
107986,2017-12-13,white,MW-18220,31.44
108000,2017-01-12,red,LS-16945,9.78
108035,2017-11-29,red,TT-21070,491.88800000000003
108070,2017-04-16,red,JE-15745,308.753
108091,2017-11-16,red,EK-13795,23.36
108112,2017-11-15,red,DK-12895,559.2
108287,2017-12-18,red,AG-10330,12.672
108294,2017-12-10,white,LS-16975,34.5
108322,2017-04-30,red,SS-20140,26.055999999999997
108329,2017-12-09,red,LE-16810,444.76800000000003
108441,2017-06-12,red,SB-20170,954.548
108539,2017-03-21,white,SC-20725,745.28
108553,2017-04-23,red,SK-19990,244.65
108560,2017-07-08,red,JC-15385,1058.108
108574,2017-10-07,red,MG-18145,1324.5739999999998
108749,2017-09-12,red,DJ-13510,91.14
108756,2017-12-25,red,PO-18865,31.8
108791,2017-07-27,red,TM-21490,558.81
108854,2017-12-08,red,DM-13345,243.584
108910,2017-09-24,red,KC-16540,103.056
108931,2017-09-14,red,HZ-14950,20.12
109085,2017-02-17,red,CK-12325,1448.8529999999998
109099,2017-10-06,red,MM-18280,40.99
109183,2017-12-04,red,LR-16915,649.0
109211,2017-04-04,red,PS-19045,16.98
109393,2017-06-30,white,JC-15775,435.999
109589,2017-12-21,red,BD-11635,71.0
109701,2017-12-02,white,AM-10360,178.89
109715,2017-12-09,red,AH-10585,15.984000000000002
109750,2017-07-22,red,FH-14365,29.97
109757,2017-09-04,white,MD-17350,49.70399999999999
109778,2017-07-16,red,VM-21685,2.912
109946,2017-04-16,red,PL-18925,16.52
109960,2017-12-09,white,DB-13210,188.24
110198,2017-05-01,red,AG-10900,318.96
110212,2017-05-01,red,SJ-20125,48.9
110310,2017-10-27,red,NB-18655,68.967
110373,2017-10-27,white,MA-17560,34.24
110380,2017-09-02,red,PF-19225,6.57
110429,2017-11-03,red,DM-13015,11.673
110443,2017-11-21,red,CK-12205,1242.632
110478,2017-03-04,red,SP-20860,24.57
110625,2017-12-23,red,JB-16045,27.46
110821,2017-08-07,red,CK-12205,237.608
110842,2017-11-11,red,GA-14725,151.93
110884,2017-03-07,red,SH-20395,117.51
110905,2017-09-10,white,RW-19690,808.92
110926,2017-11-19,red,DD-13570,25.06
110940,2017-07-23,red,AZ-10750,121.536
111178,2017-06-15,red,TD-20995,19.56
111220,2017-09-02,red,JS-15595,257.508
111262,2017-10-28,white,KH-16510,65.72800000000001
111269,2017-06-16,white,CS-12355,503.87199999999996
111332,2017-05-20,white,NC-18340,891.53
111374,2017-02-24,red,CB-12415,4.956
111388,2017-09-02,white,SU-20665,215.976
111556,2017-11-20,red,CD-11920,1559.668
111577,2017-10-16,red,AJ-10780,307.776
111591,2017-03-21,red,PS-18970,425.056
111647,2017-07-03,red,RD-19585,167.968
111689,2017-11-30,white,HP-14815,1311.372
111717,2017-10-10,red,SW-20245,239.358
111738,2017-01-03,red,CM-12385,2031.392
111759,2017-07-08,red,MR-17545,52.76
111808,2017-12-16,red,AR-10510,10.8
111815,2017-03-03,red,EP-13915,280.96
112004,2017-09-25,red,AH-10075,199.49099999999999
112039,2017-03-25,red,JC-15775,470.376
112172,2017-06-10,white,MM-18280,14.13
112333,2017-04-08,red,KF-16285,2633.51
112431,2017-10-12,white,RW-19690,441.72
112473,2017-05-25,red,JL-15505,50.136
112487,2017-12-26,red,TC-21535,3.1319999999999997
112515,2017-09-17,white,AS-10225,1782.104
112529,2017-11-19,red,SC-20770,749.8919999999999
112536,2017-05-18,red,SG-20890,17.798
112725,2017-01-30,red,EH-14125,142.344
112753,2017-06-18,red,CC-12670,956.8035
112774,2017-09-11,red,RC-19960,34.504
112809,2017-08-18,red,RA-19915,228.188
112844,2017-11-13,white,SP-20620,198.55
112865,2017-05-18,red,BH-11710,36.048
112900,2017-04-09,white,KL-16645,478.24
112956,2017-08-21,red,TH-21550,394.48
112984,2017-09-16,white,EH-14185,20.544
113075,2017-09-02,red,MC-18100,40.68
113208,2017-03-26,red,ML-18040,60.84
113278,2017-01-14,red,HR-14770,358.7
113355,2017-12-01,red,SJ-20215,536.8580000000001
113418,2017-10-01,red,CM-12655,1704.89
113453,2017-10-21,red,CM-12160,401.36400000000003
113460,2017-11-07,white,KN-16390,272.97
113474,2017-03-30,red,TM-21490,325.86
113481,2017-01-02,red,AS-10045,740.2139999999999
113530,2017-05-19,white,BC-11125,726.828
113558,2017-10-21,red,PH-18790,729.648
113572,2017-11-07,red,FP-14320,7.88
113670,2017-10-15,red,RS-19765,715.19
113705,2017-03-27,white,LC-16870,874.8
113873,2017-11-13,red,KE-16420,267.7912
113908,2017-06-03,red,KN-16390,508.788
114055,2017-12-25,white,MH-18115,819.28
114216,2017-09-02,red,RK-19300,12.192
114258,2017-11-05,white,EM-13825,492.76800000000003
114370,2017-03-14,white,BN-11470,49.61600000000001
114412,2017-04-15,red,AA-10480,15.552
114440,2017-09-14,white,TB-21520,19.05
114524,2017-03-31,white,EG-13900,13.468
114552,2017-09-02,red,Dl-13600,15.072000000000001
114636,2017-08-25,red,GA-14725,192.16
114804,2017-10-17,white,BF-11020,52.792
115070,2017-04-10,white,MG-18205,16.739
115105,2017-02-06,red,BD-11770,240.78400000000002
115119,2017-10-26,red,SC-20440,142.98
115154,2017-01-08,red,RS-19420,892.98
115175,2017-08-07,red,MC-17575,244.55
115322,2017-05-11,white,ZC-21910,43.92
115364,2017-06-26,red,OT-18730,83.76
115427,2017-12-30,red,EB-13975,34.624
115448,2017-11-11,red,MH-18025,88.92
115546,2017-05-14,red,AH-10465,562.55
115602,2017-12-18,red,DJ-13630,2888.518
115651,2017-07-09,red,NS-18640,67.304
115777,2017-08-19,red,DO-13645,19.44
115805,2017-07-31,white,KW-16435,36.792
115882,2017-09-14,red,DB-13555,1017.1360000000001
115931,2017-12-22,red,JM-15655,126.98
115994,2017-01-28,white,BT-11305,277.71
116113,2017-10-02,white,JW-15220,10.16
116127,2017-06-25,white,SB-20185,400.784
116204,2017-02-11,white,VW-21775,21.336
116225,2017-11-05,red,SV-20935,390.75
116288,2017-03-12,red,BS-11380,242.94
116358,2017-11-02,red,KM-16225,46.02
116498,2017-05-30,red,KA-16525,35.1
116519,2017-10-13,red,CR-12730,904.9
116645,2017-11-30,red,ME-17725,155.94
116680,2017-09-04,white,PK-19075,1491.616
116715,2017-12-02,red,VW-21775,678.1
116855,2017-12-17,red,AI-10855,504.9
116939,2017-09-25,red,AG-10900,177.55
116946,2017-12-19,red,TS-21505,193.63400000000001
116953,2017-04-24,red,SV-20935,552.0
116988,2017-06-27,white,PW-19030,1433.19
117009,2017-09-22,red,BK-11260,21.96
117023,2017-08-07,red,JW-15955,116.48
117044,2017-09-11,white,HA-14920,31.072
117079,2017-10-23,red,JR-15700,863.88
117114,2017-10-31,red,CY-12745,518.68
117128,2017-12-05,white,BF-11080,32.67
117156,2017-03-21,white,TB-21055,8.856
117198,2017-08-31,red,BG-11035,659.9
117212,2017-02-26,white,BT-11530,2110.72
117240,2017-07-23,red,CP-12340,13.128
117261,2017-09-04,red,TH-21235,54.32
117324,2017-12-08,red,JP-15520,1816.36
117394,2017-09-04,red,MM-17920,19.04
117401,2017-05-18,white,PP-18955,865.0
117422,2017-10-21,red,FC-14245,171.84799999999998
117436,2017-06-08,red,LW-17125,10.36
117443,2017-12-23,white,JB-15400,189.71200000000002
117457,2017-12-08,red,KH-16510,3955.507
117485,2017-09-23,red,BD-11320,291.96
117513,2017-03-03,red,BT-11395,399.67199999999997
117632,2017-05-12,red,CS-12175,551.038
117646,2017-08-21,red,SC-20845,266.52
117653,2017-10-19,red,MO-17500,91.275
117667,2017-12-04,red,MS-17980,588.008
117695,2017-08-05,red,PW-19030,13.76
117702,2017-11-28,red,LS-16975,1071.74
117807,2017-10-01,red,DK-13090,104.85
117821,2017-06-12,red,HG-15025,63.92
117863,2017-05-18,red,TS-21340,17.608
117870,2017-01-27,white,JH-15820,193.97400000000002
117926,2017-12-08,white,AS-10225,69.48
117933,2017-12-24,red,RF-19840,35.91
117947,2017-08-18,white,NG-18355,283.774
118003,2017-12-04,red,DO-13645,498.15
118017,2017-12-03,white,LC-16870,306.36
118122,2017-11-17,red,GG-14650,13.904000000000002
118136,2017-09-16,red,BB-10990,14.8
118199,2017-05-09,red,LB-16795,805.99
118213,2017-11-05,red,AB-10060,240.15
118346,2017-07-23,red,PO-19180,399.95
118360,2017-04-01,red,JC-15775,42.93
118367,2017-10-28,white,LO-17170,47.98
118402,2017-09-29,red,JO-15280,243.92
118437,2017-06-17,white,PF-19165,169.28
118521,2017-02-16,red,LF-17185,37.94
