"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"26.09.2017","age","27-30","",2
"26.09.2017","age","35-45","",1
"26.09.2017","age","45+","",3
"26.09.2017","gender_age","Ж","1-18",1
"26.09.2017","gender_age","Ж","18-21",3
"26.09.2017","gender_age","Ж","24-27",1
"26.09.2017","gender_age","Ж","35-45",1
"26.09.2017","gender_age","Ж","45+",2
"26.09.2017","gender_age","М","18-21",2
"26.09.2017","gender_age","М","21-24",3
"26.09.2017","gender_age","М","24-27",1
"26.09.2017","gender_age","М","27-30",2
"26.09.2017","gender_age","М","45+",1
"26.09.2017","cities","Санкт-Петербург","",7
"26.09.2017","cities","Тирасполь","",1
"26.09.2017","cities","Поронайск","",1
"26.09.2017","cities","Владикавказ","",1
"26.09.2017","cities","Сочи","",1
"26.09.2017","cities","Йошкар-Ола","",1
"26.09.2017","cities","Муравленко","",1
"26.09.2017","cities","Ростов-на-Дону","",1
"26.09.2017","cities","Волгоград","",1
"26.09.2017","countries","Россия","",19
"26.09.2017","countries","Молдова","",1
"26.09.2017","sections","Видеозаписи","",1
"26.09.2017","feedback","Комментарии","",1
"25.09.2017","views","","",21
"25.09.2017","visitors","","",19
"25.09.2017","gender","Ж","",7
"25.09.2017","gender","М","",11
"25.09.2017","age","18-21","",2
"25.09.2017","age","21-24","",4
"25.09.2017","age","24-27","",2
"25.09.2017","age","27-30","",1
"25.09.2017","age","30-35","",2
"25.09.2017","age","35-45","",2
"25.09.2017","age","45+","",2
"25.09.2017","gender_age","Ж","18-21",1
"25.09.2017","gender_age","Ж","21-24",2
"25.09.2017","gender_age","Ж","24-27",1
"25.09.2017","gender_age","Ж","30-35",1
"25.09.2017","gender_age","М","18-21",1
"25.09.2017","gender_age","М","21-24",2
"25.09.2017","gender_age","М","24-27",1
"25.09.2017","gender_age","М","27-30",1
"25.09.2017","gender_age","М","30-35",1
"25.09.2017","gender_age","М","35-45",2
"25.09.2017","gender_age","М","45+",2
"25.09.2017","cities","Санкт-Петербург","",5
"25.09.2017","cities","Москва","",3
"25.09.2017","cities","Томск","",1
"25.09.2017","cities","Минск","",1
"25.09.2017","cities","Ногинск","",1
"25.09.2017","cities","Сергиев Посад","",1
"25.09.2017","countries","Россия","",17
"25.09.2017","countries","Нидерланды","",1
"25.09.2017","countries","Беларусь","",1
"25.09.2017","sections","Видеозаписи","",1
"24.09.2017","views","","",41
"24.09.2017","visitors","","",24
"24.09.2017","gender","Ж","",11
"24.09.2017","gender","М","",11
"24.09.2017","age","1-18","",1
"24.09.2017","age","18-21","",3
"24.09.2017","age","21-24","",2
"24.09.2017","age","24-27","",2
"24.09.2017","age","27-30","",1
"24.09.2017","age","30-35","",3
"24.09.2017","age","35-45","",4
"24.09.2017","age","45+","",3
"24.09.2017","gender_age","Ж","1-18",1
"24.09.2017","gender_age","Ж","18-21",2
"24.09.2017","gender_age","Ж","21-24",1
"24.09.2017","gender_age","Ж","24-27",2
"24.09.2017","gender_age","Ж","30-35",2
"24.09.2017","gender_age","Ж","35-45",1
"24.09.2017","gender_age","Ж","45+",2
"24.09.2017","gender_age","М","18-21",1
"24.09.2017","gender_age","М","21-24",1
"24.09.2017","gender_age","М","27-30",1
"24.09.2017","gender_age","М","30-35",1
"24.09.2017","gender_age","М","35-45",3
"24.09.2017","gender_age","М","45+",1
"24.09.2017","cities","Санкт-Петербург","",7
"24.09.2017","cities","Москва","",3
"24.09.2017","cities","Казань","",1
"24.09.2017","cities","Рубцовск","",1
"24.09.2017","cities","Менделеевск","",1
"24.09.2017","cities","Сургут","",1
"24.09.2017","cities","Кострома","",1
"24.09.2017","cities","Ставрополь","",1
"24.09.2017","countries","Россия","",22
"24.09.2017","countries","Германия","",1
"24.09.2017","countries","Украина","",1
"24.09.2017","members","Вышедшие участники","",1
"23.09.2017","views","","",20
"23.09.2017","visitors","","",17
"23.09.2017","gender","Ж","",9
"23.09.2017","gender","М","",7
"23.09.2017","age","18-21","",4
"23.09.2017","age","21-24","",1
"23.09.2017","age","24-27","",1
"23.09.2017","age","27-30","",2
"23.09.2017","age","30-35","",1
"23.09.2017","age","35-45","",4
"23.09.2017","age","45+","",1
"23.09.2017","gender_age","Ж","18-21",4
"23.09.2017","gender_age","Ж","24-27",1
"23.09.2017","gender_age","Ж","35-45",3
"23.09.2017","gender_age","Ж","45+",1
"23.09.2017","gender_age","М","21-24",1
"23.09.2017","gender_age","М","27-30",2
"23.09.2017","gender_age","М","30-35",1
"23.09.2017","gender_age","М","35-45",1
"23.09.2017","cities","Москва","",4
"23.09.2017","cities","Санкт-Петербург","",2
"23.09.2017","cities","Рубцовск","",1
"23.09.2017","cities","Каменское / Днепродзержинск","",1
"23.09.2017","cities","Казань","",1
"23.09.2017","cities","Владикавказ","",1
"23.09.2017","countries","Россия","",16
"23.09.2017","countries","Германия","",1
"23.09.2017","sections","Видеозаписи","",3
"23.09.2017","members","Новые участники","",4
"23.09.2017","members","Вышедшие участники","",3
"22.09.2017","views","","",27
"22.09.2017","visitors","","",22
"22.09.2017","gender","Ж","",10
"22.09.2017","gender","М","",9
"22.09.2017","age","18-21","",4
"22.09.2017","age","21-24","",2
"22.09.2017","age","27-30","",3
"22.09.2017","age","30-35","",3
"22.09.2017","age","35-45","",1
"22.09.2017","age","45+","",3
"22.09.2017","gender_age","Ж","18-21",2
"22.09.2017","gender_age","Ж","21-24",2
"22.09.2017","gender_age","Ж","27-30",1
"22.09.2017","gender_age","Ж","30-35",2
"22.09.2017","gender_age","Ж","35-45",1
"22.09.2017","gender_age","Ж","45+",2
"22.09.2017","gender_age","М","18-21",2
"22.09.2017","gender_age","М","27-30",2
"22.09.2017","gender_age","М","30-35",1
"22.09.2017","gender_age","М","45+",1
"22.09.2017","cities","Москва","",2
"22.09.2017","cities","Санкт-Петербург","",2
"22.09.2017","cities","Владикавказ","",2
"22.09.2017","cities","Балаково","",1
"22.09.2017","cities","Кострома","",1
"22.09.2017","cities","Витебск","",1
"22.09.2017","cities","Озерск","",1
"22.09.2017","cities","Augsburg","",1
"22.09.2017","cities","Хабаровск","",1
"22.09.2017","cities","Владивосток","",1
"22.09.2017","countries","Россия","",19
"22.09.2017","countries","Нидерланды","",1
"22.09.2017","countries","Беларусь","",1
"22.09.2017","countries","Германия","",1
"22.09.2017","sections","Видеозаписи","",3
"22.09.2017","feedback","Нравится","",1
"22.09.2017","feedback","Рассказали друзьям","",1
"22.09.2017","members","Новые участники","",3
"22.09.2017","members","Вышедшие участники","",2
"21.09.2017","views","","",17
"21.09.2017","visitors","","",14
"21.09.2017","gender","Ж","",6
"21.09.2017","gender","М","",6
"21.09.2017","age","1-18","",1
"21.09.2017","age","21-24","",2
"21.09.2017","age","24-27","",1
"21.09.2017","age","30-35","",2
"21.09.2017","age","45+","",1
"21.09.2017","gender_age","Ж","21-24",1
"21.09.2017","gender_age","Ж","24-27",1
"21.09.2017","gender_age","Ж","30-35",1
"21.09.2017","gender_age","Ж","45+",1
"21.09.2017","gender_age","М","1-18",1
"21.09.2017","gender_age","М","21-24",1
"21.09.2017","gender_age","М","30-35",1
"21.09.2017","cities","Санкт-Петербург","",3
"21.09.2017","cities","Челябинск","",1
"21.09.2017","cities","Кемерово","",1
"21.09.2017","cities","Чусовой","",1
"21.09.2017","cities","Петергоф","",1
"21.09.2017","cities","Новосибирск","",1
"21.09.2017","cities","Краснодар","",1
"21.09.2017","countries","Россия","",14
"21.09.2017","members","Новые участники","",2
"21.09.2017","members","Вышедшие участники","",1
"20.09.2017","views","","",21
"20.09.2017","visitors","","",18
"20.09.2017","gender","Ж","",6
"20.09.2017","gender","М","",8
"20.09.2017","age","1-18","",1
"20.09.2017","age","18-21","",4
"20.09.2017","age","21-24","",3
"20.09.2017","age","27-30","",1
"20.09.2017","age","30-35","",2
"20.09.2017","age","35-45","",1
"20.09.2017","gender_age","Ж","1-18",1
"20.09.2017","gender_age","Ж","18-21",2
"20.09.2017","gender_age","Ж","21-24",2
"20.09.2017","gender_age","Ж","35-45",1
"20.09.2017","gender_age","М","18-21",2
"20.09.2017","gender_age","М","21-24",1
"20.09.2017","gender_age","М","27-30",1
"20.09.2017","gender_age","М","30-35",2
"20.09.2017","cities","Санкт-Петербург","",5
"20.09.2017","cities","Москва","",3
"20.09.2017","cities","Мурманск","",1
"20.09.2017","cities","Рубцовск","",1
"20.09.2017","cities","Томск","",1
"20.09.2017","cities","Rīga","",1
"20.09.2017","countries","Россия","",17
"20.09.2017","countries","Латвия","",1
"20.09.2017","feedback","Нравится","",1
"20.09.2017","members","Новые участники","",2
"20.09.2017","members","Вышедшие участники","",4
"19.09.2017","views","","",30
"19.09.2017","visitors","","",22
"19.09.2017","gender","Ж","",9
"19.09.2017","gender","М","",11
"19.09.2017","age","1-18","",1
"19.09.2017","age","18-21","",1
"19.09.2017","age","21-24","",3
"19.09.2017","age","27-30","",2
"19.09.2017","age","30-35","",3
"19.09.2017","age","35-45","",1
"19.09.2017","age","45+","",3
"19.09.2017","gender_age","Ж","1-18",1
"19.09.2017","gender_age","Ж","18-21",1
"19.09.2017","gender_age","Ж","21-24",2
"19.09.2017","gender_age","Ж","30-35",1
"19.09.2017","gender_age","Ж","35-45",1
"19.09.2017","gender_age","М","21-24",1
"19.09.2017","gender_age","М","27-30",2
"19.09.2017","gender_age","М","30-35",2
"19.09.2017","gender_age","М","45+",3
"19.09.2017","cities","Санкт-Петербург","",7
"19.09.2017","cities","Москва","",3
"19.09.2017","cities","Уфа","",2
"19.09.2017","cities","Великий Новгород","",1
"19.09.2017","cities","Оренбург","",1
"19.09.2017","countries","Россия","",22
"19.09.2017","sections","Видеозаписи","",3
"19.09.2017","feedback","Нравится","",1
"19.09.2017","members","Новые участники","",2
"19.09.2017","members","Вышедшие участники","",3
"18.09.2017","views","","",36
"18.09.2017","visitors","","",31
"18.09.2017","gender","Ж","",18
"18.09.2017","gender","М","",10
"18.09.2017","age","18-21","",4
"18.09.2017","age","21-24","",3
"18.09.2017","age","24-27","",1
"18.09.2017","age","27-30","",3
"18.09.2017","age","30-35","",2
"18.09.2017","age","35-45","",6
"18.09.2017","age","45+","",4
"18.09.2017","gender_age","Ж","18-21",4
"18.09.2017","gender_age","Ж","21-24",2
"18.09.2017","gender_age","Ж","24-27",1
"18.09.2017","gender_age","Ж","27-30",1
"18.09.2017","gender_age","Ж","30-35",2
"18.09.2017","gender_age","Ж","35-45",2
"18.09.2017","gender_age","Ж","45+",3
"18.09.2017","gender_age","М","21-24",1
"18.09.2017","gender_age","М","27-30",2
"18.09.2017","gender_age","М","35-45",4
"18.09.2017","gender_age","М","45+",1
"18.09.2017","cities","Санкт-Петербург","",7
"18.09.2017","cities","Москва","",4
"18.09.2017","cities","Екатеринбург","",2
"18.09.2017","cities","Нижневартовск","",1
"18.09.2017","cities","Ухта","",1
"18.09.2017","cities","Владивосток","",1
"18.09.2017","cities","Донецк","",1
"18.09.2017","cities","Самара","",1
"18.09.2017","cities","Новосибирск","",1
"18.09.2017","cities","Уфа","",1
"18.09.2017","cities","Псков","",1
"18.09.2017","cities","Мурманск","",1
"18.09.2017","cities","Ростов-на-Дону","",1
"18.09.2017","cities","München","",1
"18.09.2017","countries","Россия","",26
"18.09.2017","countries","Нидерланды","",1
"18.09.2017","countries","Франция","",1
"18.09.2017","countries","Германия","",1
"18.09.2017","countries","Великобритания","",1
"18.09.2017","countries","","",1
"18.09.2017","sections","Видеозаписи","",2
"18.09.2017","members","Новые участники","",2
"18.09.2017","members","Вышедшие участники","",3
"17.09.2017","views","","",32
"17.09.2017","visitors","","",25
"17.09.2017","gender","Ж","",10
"17.09.2017","gender","М","",14
"17.09.2017","age","18-21","",2
"17.09.2017","age","21-24","",6
"17.09.2017","age","24-27","",3
"17.09.2017","age","27-30","",1
"17.09.2017","age","30-35","",2
"17.09.2017","age","35-45","",1
"17.09.2017","age","45+","",4
"17.09.2017","gender_age","Ж","18-21",1
"17.09.2017","gender_age","Ж","21-24",4
"17.09.2017","gender_age","Ж","24-27",2
"17.09.2017","gender_age","Ж","45+",1
"17.09.2017","gender_age","М","18-21",1
"17.09.2017","gender_age","М","21-24",2
"17.09.2017","gender_age","М","24-27",1
"17.09.2017","gender_age","М","27-30",1
"17.09.2017","gender_age","М","30-35",2
"17.09.2017","gender_age","М","35-45",1
"17.09.2017","gender_age","М","45+",3
"17.09.2017","cities","Санкт-Петербург","",6
"17.09.2017","cities","Москва","",3
"17.09.2017","cities","Рубцовск","",1
"17.09.2017","cities","Новые Драчинцы","",1
"17.09.2017","cities","Кострома","",1
"17.09.2017","cities","Чехов-3","",1
"17.09.2017","cities","Дрогичин","",1
"17.09.2017","countries","Россия","",25
"17.09.2017","sections","Видеозаписи","",1
"17.09.2017","members","Новые участники","",1
"16.09.2017","views","","",25
"16.09.2017","visitors","","",15
"16.09.2017","gender","Ж","",9
"16.09.2017","gender","М","",4
"16.09.2017","age","18-21","",4
"16.09.2017","age","21-24","",4
"16.09.2017","age","27-30","",2
"16.09.2017","age","30-35","",2
"16.09.2017","gender_age","Ж","18-21",3
"16.09.2017","gender_age","Ж","21-24",2
"16.09.2017","gender_age","Ж","27-30",2
"16.09.2017","gender_age","Ж","30-35",1
"16.09.2017","gender_age","М","18-21",1
"16.09.2017","gender_age","М","21-24",2
"16.09.2017","gender_age","М","30-35",1
"16.09.2017","cities","Санкт-Петербург","",5
"16.09.2017","cities","Бийск","",1
"16.09.2017","cities","Майкоп","",1
"16.09.2017","cities","Ростов-на-Дону","",1
"16.09.2017","cities","Краснодар","",1
"16.09.2017","cities","Пермь","",1
"16.09.2017","countries","Россия","",15
"16.09.2017","sections","Видеозаписи","",3
"16.09.2017","members","Новые участники","",2
"16.09.2017","members","Вышедшие участники","",1
"15.09.2017","views","","",20
"15.09.2017","visitors","","",16
"15.09.2017","gender","Ж","",10
"15.09.2017","gender","М","",5
"15.09.2017","age","18-21","",4
"15.09.2017","age","21-24","",5
"15.09.2017","age","24-27","",1
"15.09.2017","age","30-35","",1
"15.09.2017","age","35-45","",2
"15.09.2017","age","45+","",1
"15.09.2017","gender_age","Ж","18-21",4
"15.09.2017","gender_age","Ж","21-24",3
"15.09.2017","gender_age","Ж","24-27",1
"15.09.2017","gender_age","Ж","30-35",1
"15.09.2017","gender_age","М","21-24",2
"15.09.2017","gender_age","М","35-45",2
"15.09.2017","gender_age","М","45+",1
"15.09.2017","cities","Санкт-Петербург","",6
"15.09.2017","cities","Иваново","",1
"15.09.2017","cities","Нижний Новгород","",1
"15.09.2017","cities","Ногинск","",1
"15.09.2017","cities","Вологда","",1
"15.09.2017","cities","Москва","",1
"15.09.2017","cities","Зима","",1
"15.09.2017","countries","Россия","",16
"15.09.2017","feedback","Нравится","",1
"15.09.2017","members","Новые участники","",1
"14.09.2017","views","","",43
"14.09.2017","visitors","","",24
"14.09.2017","gender","Ж","",12
"14.09.2017","gender","М","",9
"14.09.2017","age","18-21","",3
"14.09.2017","age","21-24","",2
"14.09.2017","age","24-27","",2
"14.09.2017","age","27-30","",3
"14.09.2017","age","30-35","",1
"14.09.2017","age","35-45","",6
"14.09.2017","age","45+","",2
"14.09.2017","gender_age","Ж","18-21",2
"14.09.2017","gender_age","Ж","21-24",1
"14.09.2017","gender_age","Ж","24-27",1
"14.09.2017","gender_age","Ж","27-30",1
"14.09.2017","gender_age","Ж","35-45",6
"14.09.2017","gender_age","Ж","45+",1
"14.09.2017","gender_age","М","18-21",1
"14.09.2017","gender_age","М","21-24",1
"14.09.2017","gender_age","М","24-27",1
"14.09.2017","gender_age","М","27-30",2
"14.09.2017","gender_age","М","30-35",1
"14.09.2017","gender_age","М","45+",1
"14.09.2017","cities","Санкт-Петербург","",8
"14.09.2017","cities","Москва","",4
"14.09.2017","cities","Винница","",1
"14.09.2017","cities","Минск","",1
"14.09.2017","cities","Уфа","",1
"14.09.2017","cities","Челябинск","",1
"14.09.2017","countries","Россия","",21
"14.09.2017","countries","","",1
"14.09.2017","countries","Беларусь","",1
"14.09.2017","countries","","",1
"14.09.2017","sections","Видеозаписи","",4
"14.09.2017","feedback","Нравится","",2
"14.09.2017","feedback","Рассказали друзьям","",2
"14.09.2017","members","Вышедшие участники","",2
"13.09.2017","views","","",36
"13.09.2017","visitors","","",23
"13.09.2017","gender","Ж","",11
"13.09.2017","gender","М","",9
"13.09.2017","age","18-21","",1
"13.09.2017","age","21-24","",2
"13.09.2017","age","24-27","",2
"13.09.2017","age","27-30","",4
"13.09.2017","age","30-35","",1
"13.09.2017","age","35-45","",1
"13.09.2017","age","45+","",4
"13.09.2017","gender_age","Ж","18-21",1
"13.09.2017","gender_age","Ж","21-24",1
"13.09.2017","gender_age","Ж","24-27",1
"13.09.2017","gender_age","Ж","35-45",1
"13.09.2017","gender_age","Ж","45+",4
"13.09.2017","gender_age","М","21-24",1
"13.09.2017","gender_age","М","24-27",1
"13.09.2017","gender_age","М","27-30",4
"13.09.2017","gender_age","М","30-35",1
"13.09.2017","cities","Санкт-Петербург","",6
"13.09.2017","cities","Новосибирск","",1
"13.09.2017","cities","Ухта","",1
"13.09.2017","cities","Уфа","",1
"13.09.2017","cities","Москва","",1
"13.09.2017","cities","Кемерово","",1
"13.09.2017","cities","Тараз","",1
"13.09.2017","cities","Нурлат","",1
"13.09.2017","cities","Витебск","",1
"13.09.2017","countries","Россия","",20
"13.09.2017","countries","Казахстан","",1
"13.09.2017","countries","Испания","",1
"13.09.2017","countries","Беларусь","",1
"13.09.2017","sections","Видеозаписи","",2
"13.09.2017","feedback","Нравится","",1
"13.09.2017","feedback","Рассказали друзьям","",1
"13.09.2017","members","Новые участники","",3
"13.09.2017","members","Вышедшие участники","",1
"12.09.2017","views","","",26
"12.09.2017","visitors","","",21
"12.09.2017","gender","Ж","",15
"12.09.2017","gender","М","",5
"12.09.2017","age","1-18","",4
"12.09.2017","age","18-21","",3
"12.09.2017","age","21-24","",3
"12.09.2017","age","27-30","",1
"12.09.2017","age","30-35","",1
"12.09.2017","age","35-45","",1
"12.09.2017","age","45+","",4
"12.09.2017","gender_age","Ж","1-18",4
"12.09.2017","gender_age","Ж","18-21",1
"12.09.2017","gender_age","Ж","21-24",2
"12.09.2017","gender_age","Ж","30-35",1
"12.09.2017","gender_age","Ж","35-45",1
"12.09.2017","gender_age","Ж","45+",3
"12.09.2017","gender_age","М","18-21",2
"12.09.2017","gender_age","М","21-24",1
"12.09.2017","gender_age","М","27-30",1
"12.09.2017","gender_age","М","45+",1
"12.09.2017","cities","Санкт-Петербург","",10
"12.09.2017","cities","Братск","",1
"12.09.2017","cities","Великий Новгород","",1
"12.09.2017","cities","Москва","",1
"12.09.2017","cities","Липецк","",1
"12.09.2017","cities","Мурманск","",1
"12.09.2017","countries","Россия","",21
"12.09.2017","sections","Видеозаписи","",3
"12.09.2017","feedback","Нравится","",3
"12.09.2017","members","Новые участники","",1
"12.09.2017","members","Вышедшие участники","",1
"11.09.2017","views","","",28
"11.09.2017","visitors","","",22
"11.09.2017","gender","Ж","",11
"11.09.2017","gender","М","",10
"11.09.2017","age","18-21","",7
"11.09.2017","age","21-24","",3
"11.09.2017","age","24-27","",1
"11.09.2017","age","27-30","",3
"11.09.2017","age","30-35","",3
"11.09.2017","age","35-45","",2
"11.09.2017","age","45+","",1
"11.09.2017","gender_age","Ж","18-21",6
"11.09.2017","gender_age","Ж","21-24",1
"11.09.2017","gender_age","Ж","27-30",1
"11.09.2017","gender_age","Ж","30-35",1
"11.09.2017","gender_age","Ж","35-45",2
"11.09.2017","gender_age","М","18-21",1
"11.09.2017","gender_age","М","21-24",2
"11.09.2017","gender_age","М","24-27",1
"11.09.2017","gender_age","М","27-30",2
"11.09.2017","gender_age","М","30-35",2
"11.09.2017","gender_age","М","45+",1
"11.09.2017","cities","Санкт-Петербург","",5
"11.09.2017","cities","Москва","",2
"11.09.2017","cities","Тольятти","",1
"11.09.2017","cities","New York City","",1
"11.09.2017","cities","Псков","",1
"11.09.2017","cities","Хабаровск","",1
"11.09.2017","cities","Тверь","",1
"11.09.2017","cities","Омск","",1
"11.09.2017","cities","Нур-Султан / Астана","",1
"11.09.2017","cities","Ростов-на-Дону","",1
"11.09.2017","cities","Махачкала","",1
"11.09.2017","cities","Piraeus","",1
"11.09.2017","cities","Красноярск","",1
"11.09.2017","cities","Подольск","",1
"11.09.2017","countries","Россия","",19
"11.09.2017","countries","Испания","",1
"11.09.2017","countries","Казахстан","",1
"11.09.2017","countries","Украина","",1
"11.09.2017","sections","Видеозаписи","",2
"11.09.2017","feedback","Нравится","",1
"11.09.2017","members","Новые участники","",1
"11.09.2017","members","Вышедшие участники","",2
"10.09.2017","views","","",31
"10.09.2017","visitors","","",28
"10.09.2017","gender","Ж","",11
"10.09.2017","gender","М","",15
"10.09.2017","age","18-21","",4
"10.09.2017","age","21-24","",3
"10.09.2017","age","24-27","",1
"10.09.2017","age","27-30","",5
"10.09.2017","age","30-35","",3
"10.09.2017","age","35-45","",2
"10.09.2017","age","45+","",3
"10.09.2017","gender_age","Ж","18-21",4
"10.09.2017","gender_age","Ж","21-24",2
"10.09.2017","gender_age","Ж","30-35",1
"10.09.2017","gender_age","Ж","45+",2
"10.09.2017","gender_age","М","21-24",1
"10.09.2017","gender_age","М","24-27",1
"10.09.2017","gender_age","М","27-30",5
"10.09.2017","gender_age","М","30-35",2
"10.09.2017","gender_age","М","35-45",2
"10.09.2017","gender_age","М","45+",1
"10.09.2017","cities","Санкт-Петербург","",4
"10.09.2017","cities","Москва","",3
"10.09.2017","cities","Красноярск","",1
"10.09.2017","cities","Северск","",1
"10.09.2017","cities","Пермь","",1
"10.09.2017","cities","Челябинск","",1
"10.09.2017","cities","Саранск","",1
"10.09.2017","cities","Новосибирск","",1
"10.09.2017","cities","Йошкар-Ола","",1
"10.09.2017","cities","Минеральные Воды","",1
"10.09.2017","cities","Минск","",1
"10.09.2017","cities","Кострома","",1
"10.09.2017","cities","Ухта","",1
"10.09.2017","countries","Россия","",27
"10.09.2017","countries","Беларусь","",1
"10.09.2017","sections","Видеозаписи","",2
"10.09.2017","feedback","Нравится","",1
"10.09.2017","members","Новые участники","",1
"09.09.2017","views","","",29
"09.09.2017","visitors","","",25
"09.09.2017","gender","Ж","",7
"09.09.2017","gender","М","",15
"09.09.2017","age","1-18","",2
"09.09.2017","age","18-21","",5
"09.09.2017","age","21-24","",1
"09.09.2017","age","24-27","",1
"09.09.2017","age","27-30","",3
"09.09.2017","age","30-35","",4
"09.09.2017","age","35-45","",3
"09.09.2017","age","45+","",1
"09.09.2017","gender_age","Ж","1-18",2
"09.09.2017","gender_age","Ж","18-21",3
"09.09.2017","gender_age","Ж","30-35",1
"09.09.2017","gender_age","Ж","35-45",1
"09.09.2017","gender_age","М","18-21",2
"09.09.2017","gender_age","М","21-24",1
"09.09.2017","gender_age","М","24-27",1
"09.09.2017","gender_age","М","27-30",3
"09.09.2017","gender_age","М","30-35",3
"09.09.2017","gender_age","М","35-45",2
"09.09.2017","gender_age","М","45+",1
"09.09.2017","cities","Санкт-Петербург","",5
"09.09.2017","cities","Рубцовск","",1
"09.09.2017","cities","Северск","",1
"09.09.2017","cities","Кадый","",1
"09.09.2017","cities","Балаково","",1
"09.09.2017","cities","Ижевск","",1
"09.09.2017","cities","Симферополь","",1
"09.09.2017","cities","Москва","",1
"09.09.2017","cities","Иркутск","",1
"09.09.2017","cities","Ростов-на-Дону","",1
"09.09.2017","cities","Зимогорье","",1
"09.09.2017","cities","Кемерово","",1
"09.09.2017","cities","Рязань","",1
"09.09.2017","countries","Россия","",24
"09.09.2017","countries","Германия","",1
"09.09.2017","sections","Видеозаписи","",2
"09.09.2017","feedback","Нравится","",5
"09.09.2017","feedback","Рассказали друзьям","",2
"09.09.2017","members","Вышедшие участники","",1
"08.09.2017","views","","",24
"08.09.2017","visitors","","",23
"08.09.2017","gender","Ж","",13
"08.09.2017","gender","М","",9
"08.09.2017","age","18-21","",4
"08.09.2017","age","21-24","",1
"08.09.2017","age","24-27","",1
"08.09.2017","age","27-30","",5
"08.09.2017","age","30-35","",4
"08.09.2017","age","35-45","",1
"08.09.2017","age","45+","",3
"08.09.2017","gender_age","Ж","18-21",4
"08.09.2017","gender_age","Ж","21-24",1
"08.09.2017","gender_age","Ж","24-27",1
"08.09.2017","gender_age","Ж","27-30",2
"08.09.2017","gender_age","Ж","35-45",1
"08.09.2017","gender_age","Ж","45+",2
"08.09.2017","gender_age","М","27-30",3
"08.09.2017","gender_age","М","30-35",4
"08.09.2017","gender_age","М","45+",1
"08.09.2017","cities","Санкт-Петербург","",8
"08.09.2017","cities","Оренбург","",3
"08.09.2017","cities","Москва","",2
"08.09.2017","cities","Железнодорожный (Балашиха)","",1
"08.09.2017","cities","Бишкек","",1
"08.09.2017","cities","Полтавская","",1
"08.09.2017","cities","Ростов-на-Дону","",1
"08.09.2017","cities","Камышин","",1
"08.09.2017","cities","Чернушка","",1
"08.09.2017","countries","Россия","",22
"08.09.2017","countries","Кыргызстан","",1
"08.09.2017","sections","Видеозаписи","",1
"08.09.2017","members","Новые участники","",2
"08.09.2017","members","Вышедшие участники","",3
"07.09.2017","views","","",31
"07.09.2017","visitors","","",26
"07.09.2017","gender","Ж","",14
"07.09.2017","gender","М","",9
"07.09.2017","age","18-21","",3
"07.09.2017","age","21-24","",7
"07.09.2017","age","24-27","",3
"07.09.2017","age","27-30","",2
"07.09.2017","age","30-35","",2
"07.09.2017","age","35-45","",1
"07.09.2017","age","45+","",3
"07.09.2017","gender_age","Ж","18-21",2
"07.09.2017","gender_age","Ж","21-24",5
"07.09.2017","gender_age","Ж","24-27",2
"07.09.2017","gender_age","Ж","27-30",1
"07.09.2017","gender_age","Ж","30-35",1
"07.09.2017","gender_age","Ж","45+",2
"07.09.2017","gender_age","М","18-21",1
"07.09.2017","gender_age","М","21-24",2
"07.09.2017","gender_age","М","24-27",1
"07.09.2017","gender_age","М","27-30",1
"07.09.2017","gender_age","М","30-35",1
"07.09.2017","gender_age","М","35-45",1
"07.09.2017","gender_age","М","45+",1
"07.09.2017","cities","Санкт-Петербург","",13
"07.09.2017","cities","Кемерово","",1
"07.09.2017","cities","Воронеж","",1
"07.09.2017","cities","Донецк","",1
"07.09.2017","cities","Кострома","",1
"07.09.2017","cities","Псков","",1
"07.09.2017","cities","Салават","",1
"07.09.2017","countries","Россия","",23
"07.09.2017","countries","США","",1
"07.09.2017","countries","Нидерланды","",1
"07.09.2017","countries","Беларусь","",1
"07.09.2017","sections","Видеозаписи","",1
"07.09.2017","members","Новые участники","",1
"07.09.2017","members","Вышедшие участники","",4
"06.09.2017","views","","",18
"06.09.2017","visitors","","",16
"06.09.2017","gender","Ж","",8
"06.09.2017","gender","М","",7
"06.09.2017","age","1-18","",1
"06.09.2017","age","18-21","",3
"06.09.2017","age","24-27","",1
"06.09.2017","age","27-30","",1
"06.09.2017","age","30-35","",1
"06.09.2017","age","35-45","",2
"06.09.2017","age","45+","",1
"06.09.2017","gender_age","Ж","18-21",1
"06.09.2017","gender_age","Ж","24-27",1
"06.09.2017","gender_age","Ж","35-45",1
"06.09.2017","gender_age","Ж","45+",1
"06.09.2017","gender_age","М","1-18",1
"06.09.2017","gender_age","М","18-21",2
"06.09.2017","gender_age","М","27-30",1
"06.09.2017","gender_age","М","30-35",1
"06.09.2017","gender_age","М","35-45",1
"06.09.2017","cities","Санкт-Петербург","",8
"06.09.2017","cities","Новосибирск","",1
"06.09.2017","cities","Симферополь","",1
"06.09.2017","cities","Белгород","",1
"06.09.2017","cities","Ростов-на-Дону","",1
"06.09.2017","cities","London","",1
"06.09.2017","countries","Россия","",15
"06.09.2017","countries","Нидерланды","",1
"06.09.2017","sections","Видеозаписи","",2
"06.09.2017","feedback","Нравится","",1
"06.09.2017","members","Новые участники","",1
